# codepoint<TAB>base_syllable<TAB>tone(1..5)
15187	bian	4
15188	lu	2
15189	qu	1
15192	ge	2
15193	zhe	2
15194	lv	3
15195	pai	4
15196	rong	2
15197	qiu	2
15198	lie	4
15199	gong	3
15200	xian	3
15201	xi	4
15202	xin	1
15204	niao	3
15208	xie	2
15209	lie	4
15210	fu	1
15211	cuo	2
15212	zhuo	2
15213	ba	1
15214	zuo	4
15215	zhe	2
15216	zui	1
15217	he	2
15218	ji	2
15220	jian	1
15224	tu	2
15225	xian	2
15226	yan	3
15227	tang	2
15228	ta	4
15229	di	3
15230	jue	2
15231	ang	2
15232	han	2
15233	xiao	2
15234	ju	2
15235	wei	1
15236	bang	3
15237	zhui	1
15238	nie	4
15239	tian	4
15240	nai	4
15243	you	3
15244	mian	2
15247	nai	4
15248	sheng	3
15249	cha	1
15250	yan	1
15251	gen	4
15252	chong	4
15253	ruan	3
15254	jia	2
15255	qin	2
15256	mao	2
15257	e	4
15258	li	4
15259	chi	2
15260	zang	1
15261	he	2
15262	jie	2
15263	nian	3
15265	guan	4
15266	hou	2
15267	gai	4
15269	ben	4
15270	suo	3
15271	wu	1
15272	ji	4
15273	xi	1
15274	qiong	2
15275	he	2
15276	weng	1
15277	xian	2
15278	jie	2
15279	hun	2
15280	pi	2
15281	shen	1
15282	chou	1
15283	zhen	4
15285	zhan	1
15286	shuo	4
15287	ji	1
15288	song	4
15289	zhi	3
15290	ben	3
15294	lang	3
15295	bi	4
15296	xuan	4
15297	pei	2
15298	dai	4
15299	qi	1
15300	zhi	1
15301	pi	2
15302	chan	3
15303	bi	4
15304	su	4
15305	huo	4
15306	hen	2
15307	jiong	3
15308	chuan	2
15309	jiang	3
15310	nen	4
15311	gu	3
15312	fang	3
15315	ta	4
15316	cui	4
15317	xi	1
15318	de	2
15319	xian	2
15320	kuan	3
15321	zhe	2
15322	ta	1
15323	hu	2
15324	cui	4
15325	lu	4
15326	juan	4
15327	lu	4
15328	qian	4
15329	pao	4
15330	zhen	4
15332	li	4
15333	cao	2
15334	qi	2
15337	ti	4
15338	ling	2
15339	qu	2
15340	lian	3
15341	lu	3
15342	shu	2
15343	gong	4
15344	zhe	2
15345	pao	1
15346	jin	4
15347	qing	2
15350	zong	1
15351	pu	2
15352	jin	3
15353	biao	3
15354	jian	4
15355	gun	3
15357	bin	1
15358	zao	1
15359	lie	4
15360	li	2
15361	luo	3
15362	shen	3
15363	mian	2
15364	jian	4
15365	di	2
15366	bei	4
15368	lian	3
15370	xian	2
